Time,Te,T_space_1,T_space_2,T_space_3,T_space_4,T_space_5,T_space_6,T_space_7,T_space_8,T_space_9,T_space_10,T_space_11,T_space_12,T_space_13,T_space_14,T_space_15,T_space_16,T_space_17,T_space_18,T_space_19,T_space_20,T_space_21,T_space_22,T_space_23,T_space_24,T_wall_1,T_wall_2,T_wall_3,T_wall_4,T_wall_5,T_wall_6,T_wall_7,T_wall_8,T_wall_9,T_wall_10,T_wall_11,T_wall_12,T_wall_13,T_wall_14,T_wall_15,T_wall_16,T_wall_17,T_wall_18,T_wall_19,T_wall_20,T_wall_21,T_wall_22,T_wall_23,T_wall_24,T_wall_25,T_wall_26,T_wall_27,T_wall_28,T_wall_29,T_wall_30,T_wall_31,T_wall_32,T_wall_33,T_wall_34,T_wall_35,T_wall_36,T_wall_37,T_wall_38,T_wall_39,T_wall_40,T_wall_41,T_wall_42,T_wall_43,T_wall_44,T_wall_45,T_wall_46,T_wall_47,T_wall_48,T_wall_49,T_wall_50,T_wall_51,T_wall_52,T_wall_53,T_wall_54,T_wall_55,T_wall_56,T_wall_57,T_wall_58,T_wall_59,T_wall_60,T_wall_61,T_wall_62,T_wall_63,T_wall_64,T_wall_65,T_wall_66,T_wall_67,T_wall_68,T_wall_69,T_wall_70,T_wall_71,T_wall_72,T_floor_1,T_floor_2,T_floor_3,T_floor_4,T_floor_5,T_floor_6,T_floor_7,T_floor_8,T_floor_9,T_floor_10,T_floor_11,T_floor_12,T_floor_13,T_floor_14,T_floor_15,T_floor_16,T_floor_17,T_floor_18,T_floor_19,T_floor_20,T_floor_21,T_floor_22,T_floor_23,T_floor_24,T_floor_25,T_floor_26,T_floor_27,T_floor_28,T_floor_29,T_floor_30,T_floor_31,T_floor_32
2014-Jul-10 10:00:00,23.2,19.9348,19.9348,19.9398,19.9398,19.9563,19.9593,19.9593,19.9563,19.942,19.9579,19.9579,19.942,19.9348,19.9348,19.9398,19.9398,19.9563,19.9593,19.9593,19.9563,19.942,19.9579,19.9579,19.942,19.6805,19.6805,19.6805,19.8346,19.6805,19.6805,19.6805,19.8346,19.6853,19.6853,19.6853,19.8398,19.6853,19.6853,19.6853,19.8398,19.7047,19.7047,19.8625,19.861,19.7074,19.864,19.864,19.7074,19.8625,19.864,19.7047,19.7047,19.861,19.6874,19.6874,19.8523,19.842,19.7062,19.8627,19.8627,19.7062,19.8523,19.8627,19.6874,19.6874,19.842,19.6805,19.6805,19.6805,19.6805,19.6805,19.6805,19.6853,19.6853,19.6853,19.6853,19.6853,19.6853,19.7047,19.8625,19.7047,19.864,19.7074,19.8625,19.7074,19.7047,19.7047,19.6874,19.8523,19.6874,19.8627,19.7062,19.8523,19.7062,19.6874,19.6874,19.7719,19.8372,19.7719,19.8372,19.8504,19.8504,19.8515,19.7074,19.8633,19.7074,19.8633,19.8515,19.6874,19.7062,19.7062,19.6874,19.7719,19.8372,19.7719,19.8372,19.8504,19.8504,19.8515,19.7074,19.8633,19.7074,19.8633,19.8515,19.6874,19.7062,19.7062,19.6874
2014-Jul-10 11:00:00,24,19.9552,19.9552,19.961,19.961,19.977,19.98,19.98,19.977,19.9632,19.9786,19.9786,19.9632,19.9552,19.9552,19.961,19.961,19.977,19.98,19.98,19.977,19.9632,19.9786,19.9786,19.9632,19.7055,19.7055,19.7055,19.8482,19.7055,19.7055,19.7055,19.8482,19.7104,19.7104,19.7104,19.8536,19.7104,19.7104,19.7104,19.8536,19.7296,19.7296,19.8758,19.8743,19.7323,19.8773,19.8773,19.7323,19.8758,19.8773,19.7296,19.7296,19.8743,19.7125,19.7125,19.8659,19.8558,19.7311,19.876,19.876,19.7311,19.8659,19.876,19.7125,19.7125,19.8558,19.7055,19.7055,19.7055,19.7055,19.7055,19.7055,19.7104,19.7104,19.7104,19.7104,19.7104,19.7104,19.7296,19.8758,19.7296,19.8773,19.7323,19.8758,19.7323,19.7296,19.7296,19.7125,19.8659,19.7125,19.876,19.7311,19.8659,19.7311,19.7125,19.7125,19.7784,19.8509,19.7784,19.8509,19.864,19.864,19.8651,19.7323,19.8767,19.7323,19.8767,19.8651,19.7125,19.7311,19.7311,19.7125,19.7784,19.8509,19.7784,19.8509,19.864,19.864,19.8651,19.7323,19.8767,19.7323,19.8767,19.8651,19.7125,19.7311,19.7311,19.7125
2014-Jul-10 12:00:00,25.5,19.9917,19.9917,19.9972,19.9972,20.0111,20.014,20.014,20.0111,19.9994,20.0127,20.0127,19.9994,19.9917,19.9917,19.9972,19.9972,20.0111,20.014,20.014,20.0111,19.9994,20.0127,20.0127,19.9994,19.7339,19.7339,19.7339,19.8638,19.7339,19.7339,19.7339,19.8638,19.7389,19.7389,19.7389,19.8694,19.7389,19.7389,19.7389,19.8694,19.7579,19.7579,19.891,19.8895,19.7606,19.8925,19.8925,19.7606,19.891,19.8925,19.7579,19.7579,19.8895,19.741,19.741,19.8814,19.8715,19.7594,19.8912,19.8912,19.7594,19.8814,19.8912,19.741,19.741,19.8715,19.7339,19.7339,19.7339,19.7339,19.7339,19.7339,19.7389,19.7389,19.7389,19.7389,19.7389,19.7389,19.7579,19.891,19.7579,19.8925,19.7606,19.891,19.7606,19.7579,19.7579,19.741,19.8814,19.741,19.8912,19.7594,19.8814,19.7594,19.741,19.741,19.7861,19.8666,19.7861,19.8666,19.8794,19.8794,19.8805,19.7606,19.8918,19.7606,19.8918,19.8805,19.741,19.7594,19.7594,19.741,19.7861,19.8666,19.7861,19.8666,19.8794,19.8794,19.8805,19.7606,19.8918,19.7606,19.8918,19.8805,19.741,19.7594,19.7594,19.741
2014-Jul-10 13:00:00,26.1,20.011,20.011,20.0232,20.0232,20.0488,20.0545,20.0545,20.0488,20.0272,20.0519,20.0519,20.0272,20.011,20.011,20.0232,20.0232,20.0488,20.0545,20.0545,20.0488,20.0272,20.0519,20.0519,20.0272,19.7654,19.7654,19.7654,19.8809,19.7654,19.7654,19.7654,19.8809,19.7706,19.7706,19.7706,19.8869,19.7706,19.7706,19.7706,19.8869,19.7899,19.7899,19.9094,19.9077,19.7927,19.911,19.911,19.7927,19.9094,19.911,19.7899,19.7899,19.9077,19.7727,19.7727,19.8994,19.8892,19.7915,19.9096,19.9096,19.7915,19.8994,19.9096,19.7727,19.7727,19.8892,19.7654,19.7654,19.7654,19.7654,19.7654,19.7654,19.7706,19.7706,19.7706,19.7706,19.7706,19.7706,19.7899,19.9094,19.7899,19.911,19.7927,19.9094,19.7927,19.7899,19.7899,19.7727,19.8994,19.7727,19.9096,19.7915,19.8994,19.7915,19.7727,19.7727,19.7948,19.8839,19.7948,19.8839,19.8973,19.8973,19.8985,19.7927,19.9103,19.7927,19.9103,19.8985,19.7727,19.7915,19.7915,19.7727,19.7948,19.8839,19.7948,19.8839,19.8973,19.8973,19.8985,19.7927,19.9103,19.7927,19.9103,19.8985,19.7727,19.7915,19.7915,19.7727
2014-Jul-10 14:00:00,26.4,20.0437,20.0437,20.0587,20.0587,20.0834,20.0895,20.0895,20.0834,20.0633,20.0868,20.0868,20.0633,20.0437,20.0437,20.0587,20.0587,20.0834,20.0895,20.0895,20.0834,20.0633,20.0868,20.0868,20.0633,19.7982,19.7982,19.7982,19.8997,19.7982,19.7982,19.7982,19.8997,19.8038,19.8038,19.8038,19.9068,19.8038,19.8038,19.8038,19.9068,19.8234,19.8234,19.9302,19.9283,19.8264,19.932,19.932,19.8264,19.9302,19.932,19.8234,19.8234,19.9283,19.8061,19.8061,19.9199,19.9094,19.8251,19.9303,19.9303,19.8251,19.9199,19.9303,19.8061,19.8061,19.9094,19.7982,19.7982,19.7982,19.7982,19.7982,19.7982,19.8038,19.8038,19.8038,19.8038,19.8038,19.8038,19.8234,19.9302,19.8234,19.932,19.8264,19.9302,19.8264,19.8234,19.8234,19.8061,19.9199,19.8061,19.9303,19.8251,19.9199,19.8251,19.8061,19.8061,19.8046,19.9032,19.8046,19.9032,19.9176,19.9176,19.9189,19.8264,19.9311,19.8264,19.9311,19.9189,19.8061,19.8251,19.8251,19.8061,19.8046,19.9032,19.8046,19.9032,19.9176,19.9176,19.9189,19.8264,19.9311,19.8264,19.9311,19.9189,19.8061,19.8251,19.8251,19.8061
2014-Jul-10 15:00:00,26.7,20.0776,20.0776,20.0943,20.0943,20.1172,20.1235,20.1235,20.1172,20.0992,20.1207,20.1207,20.0992,20.0776,20.0776,20.0943,20.0943,20.1172,20.1235,20.1235,20.1172,20.0992,20.1207,20.1207,20.0992,19.8317,19.8317,19.8317,19.9204,19.8317,19.8317,19.8317,19.9204,19.8379,19.8379,19.8379,19.9287,19.8379,19.8379,19.8379,19.9287,19.8577,19.8577,19.9525,19.9506,19.8609,19.9545,19.9545,19.8609,19.9525,19.9545,19.8577,19.8577,19.9506,19.8403,19.8403,19.9421,19.9315,19.8595,19.9527,19.9527,19.8595,19.9421,19.9527,19.8403,19.8403,19.9315,19.8317,19.8317,19.8317,19.8317,19.8317,19.8317,19.8379,19.8379,19.8379,19.8379,19.8379,19.8379,19.8577,19.9525,19.8577,19.9545,19.8609,19.9525,19.8609,19.8577,19.8577,19.8403,19.9421,19.8403,19.9527,19.8595,19.9421,19.8595,19.8403,19.8403,19.8156,19.9245,19.8156,19.9245,19.9396,19.9396,19.941,19.8609,19.9536,19.8609,19.9536,19.941,19.8403,19.8595,19.8595,19.8403,19.8156,19.9245,19.8156,19.9245,19.9396,19.9396,19.941,19.8609,19.9536,19.8609,19.9536,19.941,19.8403,19.8595,19.8595,19.8403
2014-Jul-10 16:00:00,27,20.1127,20.1127,20.1311,20.1311,20.1523,20.1587,20.1587,20.1523,20.1363,20.1559,20.1559,20.1363,20.1127,20.1127,20.1311,20.1311,20.1523,20.1587,20.1587,20.1523,20.1363,20.1559,20.1559,20.1363,19.8661,19.8661,19.8661,19.9428,19.8661,19.8661,19.8661,19.9428,19.8729,19.8729,19.8729,19.9523,19.8729,19.8729,19.8729,19.9523,19.8928,19.8928,19.9765,19.9743,19.8961,19.9786,19.9786,19.8961,19.9765,19.9786,19.8928,19.8928,19.9743,19.8754,19.8754,19.9661,19.9555,19.8947,19.9767,19.9767,19.8947,19.9661,19.9767,19.8754,19.8754,19.9555,19.8661,19.8661,19.8661,19.8661,19.8661,19.8661,19.8729,19.8729,19.8729,19.8729,19.8729,19.8729,19.8928,19.9765,19.8928,19.9786,19.8961,19.9765,19.8961,19.8928,19.8928,19.8754,19.9661,19.8754,19.9767,19.8947,19.9661,19.8947,19.8754,19.8754,19.8278,19.9476,19.8278,19.9476,19.9633,19.9633,19.9649,19.8961,19.9776,19.8961,19.9776,19.9649,19.8754,19.8947,19.8947,19.8754,19.8278,19.9476,19.8278,19.9476,19.9633,19.9633,19.9649,19.8961,19.9776,19.8961,19.9776,19.9649,19.8754,19.8947,19.8947,19.8754
2014-Jul-10 17:00:00,26.6,20.1299,20.1299,20.1515,20.1515,20.1725,20.1791,20.1791,20.1725,20.157,20.1762,20.1762,20.157,20.1299,20.1299,20.1515,20.1515,20.1725,20.1791,20.1791,20.1725,20.157,20.1762,20.1762,20.157,19.9,19.9,19.9,19.9659,19.9,19.9,19.9,19.9659,19.9075,19.9075,19.9075,19.9767,19.9075,19.9075,19.9075,19.9767,19.9274,19.9274,20.0008,19.9986,19.9308,20.0031,20.0031,19.9308,20.0008,20.0031,19.9274,19.9274,19.9986,19.9101,19.9101,19.9906,19.9802,19.9293,20.0011,20.0011,19.9293,19.9906,20.0011,19.9101,19.9101,19.9802,19.9,19.9,19.9,19.9,19.9,19.9,19.9075,19.9075,19.9075,19.9075,19.9075,19.9075,19.9274,20.0008,19.9274,20.0031,19.9308,20.0008,19.9308,19.9274,19.9274,19.9101,19.9906,19.9101,20.0011,19.9293,19.9906,19.9293,19.9101,19.9101,19.8408,19.9713,19.8408,19.9713,19.9877,19.9877,19.9894,19.9308,20.0021,19.9308,20.0021,19.9894,19.9101,19.9293,19.9293,19.9101,19.8408,19.9713,19.8408,19.9713,19.9877,19.9877,19.9894,19.9308,20.0021,19.9308,20.0021,19.9894,19.9101,19.9293,19.9293,19.9101
2014-Jul-10 18:00:00,25.6,20.1251,20.1251,20.1504,20.1504,20.1721,20.1788,20.1788,20.1721,20.1562,20.1759,20.1759,20.1562,20.1251,20.1251,20.1504,20.1504,20.1721,20.1788,20.1788,20.1721,20.1562,20.1759,20.1759,20.1562,19.9304,19.9304,19.9304,19.9867,19.9304,19.9304,19.9304,19.9867,19.9386,19.9386,19.9386,19.999,19.9386,19.9386,19.9386,19.999,19.9585,19.9585,20.0231,20.0207,19.9621,20.0255,20.0255,19.9621,20.0231,20.0255,19.9585,19.9585,20.0207,19.9414,19.9414,20.013,20.0028,19.9605,20.0233,20.0233,19.9605,20.013,20.0233,19.9414,19.9414,20.0028,19.9304,19.9304,19.9304,19.9304,19.9304,19.9304,19.9386,19.9386,19.9386,19.9386,19.9386,19.9386,19.9585,20.0231,19.9585,20.0255,19.9621,20.0231,19.9621,19.9585,19.9585,19.9414,20.013,19.9414,20.0233,19.9605,20.013,19.9605,19.9414,19.9414,19.8533,19.9929,19.8533,19.9929,20.0099,20.0099,20.0117,19.9621,20.0244,19.9621,20.0244,20.0117,19.9414,19.9605,19.9605,19.9414,19.8533,19.9929,19.8533,19.9929,20.0099,20.0099,20.0117,19.9621,20.0244,19.9621,20.0244,20.0117,19.9414,19.9605,19.9605,19.9414
2014-Jul-10 19:00:00,23.5,20.0829,20.0829,20.1132,20.1132,20.1376,20.1445,20.1445,20.1376,20.1194,20.1415,20.1415,20.1194,20.0829,20.0829,20.1132,20.1132,20.1376,20.1445,20.1445,20.1376,20.1194,20.1415,20.1415,20.1194,19.9535,19.9535,19.9535,20.0019,19.9535,19.9535,19.9535,20.0019,19.9626,19.9626,19.9626,20.0159,19.9626,19.9626,19.9626,20.0159,19.9824,19.9824,20.0399,20.0374,19.9862,20.0425,20.0425,19.9862,20.0399,20.0425,19.9824,19.9824,20.0374,19.9656,19.9656,20.0301,20.0199,19.9845,20.0402,20.0402,19.9845,20.0301,20.0402,19.9656,19.9656,20.0199,19.9535,19.9535,19.9535,19.9535,19.9535,19.9535,19.9626,19.9626,19.9626,19.9626,19.9626,19.9626,19.9824,20.0399,19.9824,20.0425,19.9862,20.0399,19.9862,19.9824,19.9824,19.9656,20.0301,19.9656,20.0402,19.9845,20.0301,19.9845,19.9656,19.9656,19.864,20.0089,19.864,20.0089,20.0267,20.0267,20.0287,19.9862,20.0413,19.9862,20.0413,20.0287,19.9656,19.9845,19.9845,19.9656,19.864,20.0089,19.864,20.0089,20.0267,20.0267,20.0287,19.9862,20.0413,19.9862,20.0413,20.0287,19.9656,19.9845,19.9845,19.9656
2014-Jul-10 20:00:00,22.1,20.0456,20.0456,20.0779,20.0779,20.1023,20.1093,20.1093,20.1023,20.0844,20.1063,20.1063,20.0844,20.0456,20.0456,20.0779,20.0779,20.1023,20.1093,20.1093,20.1023,20.0844,20.1063,20.1063,20.0844,19.9678,19.9678,19.9678,20.0096,19.9678,19.9678,19.9678,20.0096,19.9779,19.9779,19.9779,20.0256,19.9779,19.9779,19.9779,20.0256,19.9978,19.9978,20.0497,20.047,20.0017,20.0523,20.0523,20.0017,20.0497,20.0523,19.9978,19.9978,20.047,19.9811,19.9811,20.0399,20.0298,20,20.05,20.05,20,20.0399,20.05,19.9811,19.9811,20.0298,19.9678,19.9678,19.9678,19.9678,19.9678,19.9678,19.9779,19.9779,19.9779,19.9779,19.9779,19.9779,19.9978,20.0497,19.9978,20.0523,20.0017,20.0497,20.0017,19.9978,19.9978,19.9811,20.0399,19.9811,20.05,20,20.0399,20,19.9811,19.9811,19.8718,20.0176,19.8718,20.0176,20.0363,20.0363,20.0384,20.0017,20.0511,20.0017,20.0511,20.0384,19.9811,20,20,19.9811,19.8718,20.0176,19.8718,20.0176,20.0363,20.0363,20.0384,20.0017,20.0511,20.0017,20.0511,20.0384,19.9811,20,20,19.9811
2014-Jul-10 21:00:00,20.6,20.0038,20.0038,20.0385,20.0385,20.064,20.0711,20.0711,20.064,20.0453,20.0681,20.0681,20.0453,20.0038,20.0038,20.0385,20.0385,20.064,20.0711,20.0711,20.064,20.0453,20.0681,20.0681,20.0453,19.9751,19.9751,19.9751,20.0114,19.9751,19.9751,19.9751,20.0114,19.9863,19.9863,19.9863,20.0294,19.9863,19.9863,19.9863,20.0294,20.0062,20.0062,20.0537,20.051,20.0103,20.0565,20.0565,20.0103,20.0537,20.0565,20.0062,20.0062,20.051,19.9896,19.9896,20.044,20.034,20.0085,20.0541,20.0541,20.0085,20.044,20.0541,19.9896,19.9896,20.034,19.9751,19.9751,19.9751,19.9751,19.9751,19.9751,19.9863,19.9863,19.9863,19.9863,19.9863,19.9863,20.0062,20.0537,20.0062,20.0565,20.0103,20.0537,20.0103,20.0062,20.0062,19.9896,20.044,19.9896,20.0541,20.0085,20.044,20.0085,19.9896,19.9896,19.8772,20.0204,19.8772,20.0204,20.0402,20.0402,20.0425,20.0103,20.0553,20.0103,20.0553,20.0425,19.9896,20.0085,20.0085,19.9896,19.8772,20.0204,19.8772,20.0204,20.0402,20.0402,20.0425,20.0103,20.0553,20.0103,20.0553,20.0425,19.9896,20.0085,20.0085,19.9896
2014-Jul-10 22:00:00,19.4,19.9748,19.9748,19.9998,19.9998,20.026,20.0333,20.0333,20.026,20.0071,20.0302,20.0302,20.0071,19.9748,19.9748,19.9998,19.9998,20.026,20.0333,20.0333,20.026,20.0071,20.0302,20.0302,20.0071,19.976,19.976,19.976,20.0083,19.976,19.976,19.976,20.0083,19.9881,19.9881,19.9881,20.0277,19.9881,19.9881,19.9881,20.0277,20.0082,20.0082,20.0524,20.0495,20.0124,20.0552,20.0552,20.0124,20.0524,20.0552,20.0082,20.0082,20.0495,19.9916,19.9916,20.0427,20.0326,20.0105,20.0527,20.0527,20.0105,20.0427,20.0527,19.9916,19.9916,20.0326,19.976,19.976,19.976,19.976,19.976,19.976,19.9881,19.9881,19.9881,19.9881,19.9881,19.9881,20.0082,20.0524,20.0082,20.0552,20.0124,20.0524,20.0124,20.0082,20.0082,19.9916,20.0427,19.9916,20.0527,20.0105,20.0427,20.0105,19.9916,19.9916,19.8803,20.018,19.8803,20.018,20.0386,20.0386,20.041,20.0124,20.054,20.0124,20.054,20.041,19.9916,20.0105,20.0105,19.9916,19.8803,20.018,19.8803,20.018,20.0386,20.0386,20.041,20.0124,20.054,20.0124,20.054,20.041,19.9916,20.0105,20.0105,19.9916
2014-Jul-10 23:00:00,18.7,19.9632,19.9632,19.9809,19.9809,19.9969,20.0044,20.0044,19.9969,19.9846,20.0013,20.0013,19.9846,19.9632,19.9632,19.9809,19.9809,19.9969,20.0044,20.0044,19.9969,19.9846,20.0013,20.0013,19.9846,19.9732,19.9732,19.9732,20.0036,19.9732,19.9732,19.9732,20.0036,19.9855,19.9855,19.9855,20.0226,19.9855,19.9855,19.9855,20.0226,20.0054,20.0054,20.047,20.0441,20.0098,20.05,20.05,20.0098,20.047,20.05,20.0054,20.0054,20.0441,19.989,19.989,20.0374,20.0274,20.0079,20.0474,20.0474,20.0079,20.0374,20.0474,19.989,19.989,20.0274,19.9732,19.9732,19.9732,19.9732,19.9732,19.9732,19.9855,19.9855,19.9855,19.9855,19.9855,19.9855,20.0054,20.047,20.0054,20.05,20.0098,20.047,20.0098,20.0054,20.0054,19.989,20.0374,19.989,20.0474,20.0079,20.0374,20.0079,19.989,19.989,19.8825,20.0131,19.8825,20.0131,20.0333,20.0333,20.0358,20.0098,20.0487,20.0098,20.0487,20.0358,19.989,20.0079,20.0079,19.989,19.8825,20.0131,19.8825,20.0131,20.0333,20.0333,20.0358,20.0098,20.0487,20.0098,20.0487,20.0358,19.989,20.0079,20.0079,19.989
2014-Jul-11 00:00:00,18.1,19.9515,19.9515,19.9685,19.9685,19.9814,19.9851,19.9851,19.9814,19.9722,19.9835,19.9835,19.9722,19.9515,19.9515,19.9685,19.9685,19.9814,19.9851,19.9851,19.9814,19.9722,19.9835,19.9835,19.9722,19.9679,19.9679,19.9679,19.9979,19.9679,19.9679,19.9679,19.9979,19.9804,19.9804,19.9804,20.0166,19.9804,19.9804,19.9804,20.0166,19.9999,19.9999,20.0397,20.0369,20.0042,20.0426,20.0426,20.0042,20.0397,20.0426,19.9999,19.9999,20.0369,19.9839,19.9839,20.0307,20.0213,20.0023,20.0401,20.0401,20.0023,20.0307,20.0401,19.9839,19.9839,20.0213,19.9679,19.9679,19.9679,19.9679,19.9679,19.9679,19.9804,19.9804,19.9804,19.9804,19.9804,19.9804,19.9999,20.0397,19.9999,20.0426,20.0042,20.0397,20.0042,19.9999,19.9999,19.9839,20.0307,19.9839,20.0401,20.0023,20.0307,20.0023,19.9839,19.9839,19.8839,20.0073,19.8839,20.0073,20.0267,20.0267,20.0291,20.0042,20.0413,20.0042,20.0413,20.0291,19.9839,20.0023,20.0023,19.9839,19.8839,20.0073,19.8839,20.0073,20.0267,20.0267,20.0291,20.0042,20.0413,20.0042,20.0413,20.0291,19.9839,20.0023,20.0023,19.9839
2014-Jul-11 01:00:00,18.1,19.9506,19.9506,19.9665,19.9665,19.9783,19.9819,19.9819,19.9783,19.97,19.9804,19.9804,19.97,19.9506,19.9506,19.9665,19.9665,19.9783,19.9819,19.9819,19.9783,19.97,19.9804,19.9804,19.97,19.9616,19.9616,19.9616,19.9921,19.9616,19.9616,19.9616,19.9921,19.9743,19.9743,19.9743,20.0105,19.9743,19.9743,19.9743,20.0105,19.9933,19.9933,20.0324,20.0297,19.9976,20.0351,20.0351,19.9976,20.0324,20.0351,19.9933,19.9933,20.0297,19.9778,19.9778,20.0239,20.015,19.9957,20.0328,20.0328,19.9957,20.0239,20.0328,19.9778,19.9778,20.015,19.9616,19.9616,19.9616,19.9616,19.9616,19.9616,19.9743,19.9743,19.9743,19.9743,19.9743,19.9743,19.9933,20.0324,19.9933,20.0351,19.9976,20.0324,19.9976,19.9933,19.9933,19.9778,20.0239,19.9778,20.0328,19.9957,20.0239,19.9957,19.9778,19.9778,19.8848,20.0013,19.8848,20.0013,20.0201,20.0201,20.0224,19.9976,20.0339,19.9976,20.0339,20.0224,19.9778,19.9957,19.9957,19.9778,19.8848,20.0013,19.8848,20.0013,20.0201,20.0201,20.0224,19.9976,20.0339,19.9976,20.0339,20.0224,19.9778,19.9957,19.9957,19.9778
2014-Jul-11 02:00:00,18,19.9463,19.9463,19.9617,19.9617,19.9733,19.9767,19.9767,19.9733,19.9651,19.9753,19.9753,19.9651,19.9463,19.9463,19.9617,19.9617,19.9733,19.9767,19.9767,19.9733,19.9651,19.9753,19.9753,19.9651,19.9553,19.9553,19.9553,19.9865,19.9553,19.9553,19.9553,19.9865,19.9681,19.9681,19.9681,20.0046,19.9681,19.9681,19.9681,20.0046,19.9867,19.9867,20.0255,20.0229,19.9909,20.028,20.028,19.9909,20.0255,20.028,19.9867,19.9867,20.0229,19.9716,19.9716,20.0174,20.009,19.9891,20.0258,20.0258,19.9891,20.0174,20.0258,19.9716,19.9716,20.009,19.9553,19.9553,19.9553,19.9553,19.9553,19.9553,19.9681,19.9681,19.9681,19.9681,19.9681,19.9681,19.9867,20.0255,19.9867,20.028,19.9909,20.0255,19.9909,19.9867,19.9867,19.9716,20.0174,19.9716,20.0258,19.9891,20.0174,19.9891,19.9716,19.9716,19.8855,19.9956,19.8855,19.9956,20.0137,20.0137,20.0159,19.9909,20.0269,19.9909,20.0269,20.0159,19.9716,19.9891,19.9891,19.9716,19.8855,19.9956,19.8855,19.9956,20.0137,20.0137,20.0159,19.9909,20.0269,19.9909,20.0269,20.0159,19.9716,19.9891,19.9891,19.9716
2014-Jul-11 03:00:00,17.9,19.9422,19.9422,19.957,19.957,19.9684,19.9716,19.9716,19.9684,19.9604,19.9703,19.9703,19.9604,19.9422,19.9422,19.957,19.957,19.9684,19.9716,19.9716,19.9684,19.9604,19.9703,19.9703,19.9604,19.9489,19.9489,19.9489,19.9812,19.9489,19.9489,19.9489,19.9812,19.9618,19.9618,19.9618,19.9989,19.9618,19.9618,19.9618,19.9989,19.9799,19.9799,20.0187,20.0163,19.9841,20.0212,20.0212,19.9841,20.0187,20.0212,19.9799,19.9799,20.0163,19.9653,19.9653,20.0111,20.0032,19.9823,20.0191,20.0191,19.9823,20.0111,20.0191,19.9653,19.9653,20.0032,19.9489,19.9489,19.9489,19.9489,19.9489,19.9489,19.9618,19.9618,19.9618,19.9618,19.9618,19.9618,19.9799,20.0187,19.9799,20.0212,19.9841,20.0187,19.9841,19.9799,19.9799,19.9653,20.0111,19.9653,20.0191,19.9823,20.0111,19.9823,19.9653,19.9653,19.886,19.99,19.886,19.99,20.0076,20.0076,20.0097,19.9841,20.0202,19.9841,20.0202,20.0097,19.9653,19.9823,19.9823,19.9653,19.886,19.99,19.886,19.99,20.0076,20.0076,20.0097,19.9841,20.0202,19.9841,20.0202,20.0097,19.9653,19.9823,19.9823,19.9653
2014-Jul-11 04:00:00,17.9,19.94,19.94,19.9542,19.9542,19.9653,19.9684,19.9684,19.9653,19.9575,19.9671,19.9671,19.9575,19.94,19.94,19.9542,19.9542,19.9653,19.9684,19.9684,19.9653,19.9575,19.9671,19.9671,19.9575,19.9425,19.9425,19.9425,19.9761,19.9425,19.9425,19.9425,19.9761,19.9554,19.9554,19.9554,19.9934,19.9554,19.9554,19.9554,19.9934,19.9732,19.9732,20.0124,20.01,19.9773,20.0147,20.0147,19.9773,20.0124,20.0147,19.9732,19.9732,20.01,19.9589,19.9589,20.0051,19.9976,19.9755,20.0127,20.0127,19.9755,20.0051,20.0127,19.9589,19.9589,19.9976,19.9425,19.9425,19.9425,19.9425,19.9425,19.9425,19.9554,19.9554,19.9554,19.9554,19.9554,19.9554,19.9732,20.0124,19.9732,20.0147,19.9773,20.0124,19.9773,19.9732,19.9732,19.9589,20.0051,19.9589,20.0127,19.9755,20.0051,19.9755,19.9589,19.9589,19.8863,19.9847,19.8863,19.9847,20.0017,20.0017,20.0038,19.9773,20.0137,19.9773,20.0137,20.0038,19.9589,19.9755,19.9755,19.9589,19.8863,19.9847,19.8863,19.9847,20.0017,20.0017,20.0038,19.9773,20.0137,19.9773,20.0137,20.0038,19.9589,19.9755,19.9755,19.9589
2014-Jul-11 05:00:00,17.9,19.9377,19.9377,19.9514,19.9514,19.9622,19.9652,19.9652,19.9622,19.9546,19.964,19.964,19.9546,19.9377,19.9377,19.9514,19.9514,19.9622,19.9652,19.9652,19.9622,19.9546,19.964,19.964,19.9546,19.9363,19.9363,19.9363,19.9714,19.9363,19.9363,19.9363,19.9714,19.9492,19.9492,19.9492,19.9882,19.9492,19.9492,19.9492,19.9882,19.9666,19.9666,20.0064,20.0042,19.9706,20.0087,20.0087,19.9706,20.0064,20.0087,19.9666,19.9666,20.0042,19.9527,19.9527,19.9995,19.9923,19.9689,20.0067,20.0067,19.9689,19.9995,20.0067,19.9527,19.9527,19.9923,19.9363,19.9363,19.9363,19.9363,19.9363,19.9363,19.9492,19.9492,19.9492,19.9492,19.9492,19.9492,19.9666,20.0064,19.9666,20.0087,19.9706,20.0064,19.9706,19.9666,19.9666,19.9527,19.9995,19.9527,20.0067,19.9689,19.9995,19.9689,19.9527,19.9527,19.8864,19.9798,19.8864,19.9798,19.9962,19.9962,19.9982,19.9706,20.0077,19.9706,20.0077,19.9982,19.9527,19.9689,19.9689,19.9527,19.8864,19.9798,19.8864,19.9798,19.9962,19.9962,19.9982,19.9706,20.0077,19.9706,20.0077,19.9982,19.9527,19.9689,19.9689,19.9527
